docname	wiki	rank
native_americans_2.html	Pre-Columbian_era	11
native_americans_2.html	California_State_Indian_Museum	12
native_americans_2.html	Meadowcroft_Rockshelter	13
native_americans_2.html	Mound_builder_(people)	14
native_americans_2.html	Settlement_of_the_Americas	15
native_americans_2.html	Visual_arts_by_indigenous_peoples_of_the_Americas	16
native_americans_2.html	Clovis_culture	17
native_americans_2.html	Tongva_people	18
native_americans_2.html	Chase_Home_Museum_of_Utah_Folk_Arts	19
native_americans_2.html	Art_of_the_American_Southwest	20
native_americans_6.html	List_of_sports_team_names_and_mascots_derived_from_indigenous_peoples	1
native_americans_6.html	Native_American_mascot_controversy	2
native_americans_6.html	List_of_ethnic_sports_team_and_mascot_names	3
native_americans_6.html	Charlene_Teters	4
native_americans_6.html	Redskin_(slang)	5
native_americans_6.html	List_of_college_nickname_changes_in_the_United_States	6
native_americans_6.html	Washington_Redskins_mascot_controversy	7
native_americans_6.html	Norwell_District_Secondary_School	8
native_americans_6.html	Union_High_School_(Tulsa,_Oklahoma)	9
native_americans_6.html	Humboldt_Senior_High_School	10
native_americans_6.html	Red_Lodge_High_School	11
native_americans_6.html	Rock_Hill_Senior_High_School	12
native_americans_6.html	Ypsilanti_High_School	13
native_americans_6.html	Nauset_Regional_High_School	14
native_americans_6.html	H._Grady_Spruce_High_School	15
native_americans_6.html	Glenwood_High_School_(Illinois)	16
native_americans_6.html	Contemporary_Native_American_issues_in_the_United_States	17
native_americans_6.html	Stereotypes_of_indigenous_people_in_North_America	18
native_americans_6.html	Union_Public_Schools	19
native_americans_6.html	Harjo_et_al_v._Pro_Football,_Inc.	20
native_americans_4.html	Black_Indians_in_the_United_States	1
native_americans_4.html	Blood_quantum_laws	2
native_americans_4.html	List_of_Native_American_musicians	3
native_americans_4.html	Passing_(racial_identity)	4
native_americans_4.html	Saponi_people	5
native_americans_4.html	Native_Americans_in_the_United_States	6
native_americans_4.html	List_of_people_of_African-American_and_Native_American_admixture	7
native_americans_4.html	Multiracial_American	8
native_americans_4.html	List_of_Native_American_politicians	9
native_americans_4.html	List_of_Native_American_actors	10
native_americans_4.html	List_of_Native_American_women_of_the_United_States	11
native_americans_4.html	Foreign_Mission_School	12
native_americans_4.html	One-drop_rule	13
native_americans_4.html	Native_American_cultures_in_the_United_States	14
native_americans_4.html	Chikamaka_Band	15
native_americans_4.html	Br'er_Rabbit	16
native_americans_4.html	Leslie_Marmon_Silko	17
native_americans_4.html	MOWA_Band_of_Choctaw_Indians	18
native_americans_4.html	Kill_the_Indian,_Save_the_Man	19
native_americans_4.html	Urban_Indian	20
steve_jobs_11.html	Outline_of_Apple_Inc.	1
steve_jobs_11.html	Steve_Jobs	2
steve_jobs_11.html	Apple_Store	3
steve_jobs_11.html	History_of_Apple_Inc.	4
steve_jobs_11.html	Criticism_of_Apple_Inc.	5
steve_jobs_11.html	Apple_Inc.	6
steve_jobs_11.html	Jonathan_Ive	7
steve_jobs_11.html	Macintosh_hardware	8
steve_jobs_11.html	Power_Computing_Corporation	9
steve_jobs_11.html	FairPlay	10
steve_jobs_11.html	Macintosh	11
steve_jobs_11.html	Jon_Rubinstein	12
steve_jobs_11.html	Other_World_Computing	13
steve_jobs_11.html	Apple_ID	14
steve_jobs_11.html	Apple_community	15
steve_jobs_11.html	MobileMe	16
steve_jobs_11.html	IPod	17
steve_jobs_11.html	Mac_OS	18
steve_jobs_11.html	Typography_of_Apple_Inc.	19
steve_jobs_11.html	Macworld/iWorld	20
steve_jobs_4.html	Mammary_tumor	1
steve_jobs_4.html	Medullary_thyroid_cancer	2
steve_jobs_4.html	Liver_cancer	3
steve_jobs_4.html	TheraSphere	4
steve_jobs_4.html	Colorectal_cancer	5
steve_jobs_4.html	Hepatocellular_carcinoma	6
steve_jobs_4.html	Melanoma	7
steve_jobs_4.html	Glioblastoma_multiforme	8
steve_jobs_4.html	Liver_transplantation	9
steve_jobs_4.html	Treatment_and_prognosis_of_renal_cell_carcinoma	10
steve_jobs_4.html	AJCC_staging_system	11
steve_jobs_4.html	Liver_cancer_in_cats_and_dogs	12
steve_jobs_4.html	Lung_cancer	13
steve_jobs_4.html	Hepatectomy	14
steve_jobs_4.html	Management_of_prostate_cancer	15
steve_jobs_4.html	Acromegaly	16
steve_jobs_4.html	Ovarian_cancer	17
steve_jobs_4.html	Metastasectomy	18
steve_jobs_4.html	Adrenal_tumor	19
steve_jobs_4.html	ExAblate	20
steve_jobs_6.html	Nicholas_Gonzalez_(physician)	1
steve_jobs_6.html	Gemcitabine	2
steve_jobs_6.html	Adjuvant_therapy	3
steve_jobs_6.html	Pancreatic_cancer	4
steve_jobs_6.html	Application_of_PTEN_in_Gene_Therapy	5
steve_jobs_6.html	National_Foundation_for_Cancer_Research	6
steve_jobs_6.html	Brain_metastasis	7
steve_jobs_6.html	Fuda_Cancer_Hospital-Guangzhou	8
steve_jobs_6.html	Reolysin	9
steve_jobs_6.html	Neuroendocrine_tumor	10
steve_jobs_6.html	Management_of_cancer	11
steve_jobs_6.html	Cholangiocarcinoma	12
steve_jobs_6.html	Cancer_vaccine	13
steve_jobs_6.html	Index_of_oncology_articles	14
steve_jobs_6.html	Cancer	15
steve_jobs_6.html	Alternative_cancer_treatments	16
steve_jobs_6.html	Daniel_Von_Hoff	17
steve_jobs_6.html	William_Donald_Kelley	18
steve_jobs_6.html	Autologous_immune_enhancement_therapy	19
steve_jobs_6.html	Wikipedia:WikiProject_Missing_encyclopedic_articles/Cancer_dictionary	20
steve_jobs_9.html	History_of_Apple_Inc.	1
steve_jobs_9.html	Apple_Inc.	2
steve_jobs_9.html	Macintosh	3
steve_jobs_9.html	Steve_Jobs	4
steve_jobs_9.html	Jon_Rubinstein	5
steve_jobs_9.html	NeXT	6
steve_jobs_9.html	Macintosh_clone	7
steve_jobs_9.html	IPod	8
steve_jobs_9.html	Outline_of_Apple_Inc.	9
steve_jobs_9.html	Power_Computing_Corporation	10
steve_jobs_9.html	Macworld/iWorld	11
steve_jobs_9.html	List_of_Apple_Inc._slogans	12
steve_jobs_9.html	Stevenote	13
steve_jobs_9.html	FairPlay	14
steve_jobs_9.html	Apple_Inc._litigation	15
steve_jobs_9.html	Criticism_of_Apple_Inc.	16
steve_jobs_9.html	John_Sculley	17
steve_jobs_9.html	IPod_Shuffle	18
steve_jobs_9.html	History_of_Mac_OS	19
steve_jobs_9.html	IPad	20
steve_jobs_3.html	ISteve	1
steve_jobs_3.html	Apple_II	2
steve_jobs_3.html	Steve_Jobs_(book)	3
steve_jobs_3.html	Ronald_Wayne	4
steve_jobs_3.html	Lisa_Brennan-Jobs	5
steve_jobs_3.html	Jonathan_Ive	6
steve_jobs_3.html	Reality_distortion_field	7
steve_jobs_3.html	Vertical_innovation	8
steve_jobs_3.html	Apple_Lisa	9
steve_jobs_3.html	Walter_Isaacson	10
steve_jobs_3.html	Apple_A6	11
steve_jobs_3.html	The_Perfect_Thing	12
steve_jobs_3.html	Microsoft_interview	13
steve_jobs_3.html	Colorado_Mountain_College	14
steve_jobs_3.html	Apple_Store	15
steve_jobs_3.html	John_Gruber	16
steve_jobs_3.html	Robert_Friedland	17
steve_jobs_3.html	Mona_Simpson	18
steve_jobs_3.html	File:Steve_Jobs_by_Walter_Isaacson.jpg	19
steve_jobs_3.html	Revolution_in_The_Valley	20
steve_jobs_2.html	Daniel_Lyons	1
steve_jobs_2.html	ISteve	2
steve_jobs_2.html	Vernon_Hill	3
steve_jobs_2.html	Phil_Schiller	4
steve_jobs_2.html	Tavi_Gevinson	5
steve_jobs_2.html	Book:Steve_Jobs	6
steve_jobs_2.html	Steve_Abbott_(politician)	7
steve_jobs_2.html	Quality_of_working_life	8
steve_jobs_2.html	Jesse_Thomas_(graphic_designer)	9
steve_jobs_2.html	Steve_Jobs	10
steve_jobs_2.html	Ronald_Wayne	11
steve_jobs_2.html	Anne_V._Coates	12
steve_jobs_2.html	John_Strelecky	13
steve_jobs_2.html	Team_Bondi	14
steve_jobs_2.html	Bus_Cook	15
steve_jobs_2.html	Carmine_Gallo	16
steve_jobs_2.html	Wikipedia:Articles_for_deletion/Kevin_J._Kennedy	17
steve_jobs_2.html	Brad_Stone_(journalist)	18
steve_jobs_2.html	Van_Morrison:_Too_Late_to_Stop_Now	19
steve_jobs_2.html	Wikipedia:Peer_review/Steve_Jobs/archive1	20
steve_jobs_8.html	Apple_Inc.	1
steve_jobs_8.html	Steve_Jobs	2
steve_jobs_8.html	Criticism_of_Apple_Inc.	3
steve_jobs_8.html	History_of_Apple_Inc.	4
steve_jobs_8.html	Stevenote	5
steve_jobs_8.html	ITunes_Store	6
steve_jobs_8.html	Jonathan_Ive	7
steve_jobs_8.html	Apple_community	8
steve_jobs_8.html	Macworld/iWorld	9
steve_jobs_8.html	IPod	10
steve_jobs_8.html	Mark_Papermaster	11
steve_jobs_8.html	Apple_Store	12
steve_jobs_8.html	History_of_the_iPhone	13
steve_jobs_8.html	Apple_A4	14
steve_jobs_8.html	Scott_Forstall	15
steve_jobs_8.html	Apple_and_Adobe_Flash_controversy	16
steve_jobs_8.html	Apple_Corps_v_Apple_Computer	17
steve_jobs_8.html	List_of_mergers_and_acquisitions_by_Apple	18
steve_jobs_8.html	IPhone_(1st_generation)	19
steve_jobs_8.html	App_Store_(iOS)	20
steve_jobs_10.html	ITunes	1
steve_jobs_10.html	Apple_Inc.	2
steve_jobs_10.html	FairPlay	3
steve_jobs_10.html	History_of_Apple_Inc.	4
steve_jobs_10.html	Outline_of_Apple_Inc.	5
steve_jobs_10.html	ITunes_Store	6
steve_jobs_10.html	IPod	7
steve_jobs_10.html	ITunes_version_history	8
steve_jobs_10.html	Apple_TV	9
steve_jobs_10.html	Steve_Jobs	10
steve_jobs_10.html	ITunes_Ping	11
steve_jobs_10.html	Stevenote	12
steve_jobs_10.html	IPod_Shuffle	13
steve_jobs_10.html	IPod_game	14
steve_jobs_10.html	ITunes_Remote	15
steve_jobs_10.html	Apple_Inc._litigation	16
steve_jobs_10.html	IMovie	17
steve_jobs_10.html	IPod_advertising	18
steve_jobs_10.html	History_of_podcasting	19
steve_jobs_10.html	Jon_Lech_Johansen	20
steve_jobs_5.html	Steve_Jobs	1
steve_jobs_5.html	Ronald_Wayne	2
steve_jobs_5.html	Steve_Jobs_(book)	3
steve_jobs_5.html	Walter_Isaacson	4
steve_jobs_5.html	Carmine_Gallo	5
steve_jobs_5.html	Jonathan_Ive	6
steve_jobs_5.html	Reality_distortion_field	7
steve_jobs_5.html	ISteve	8
steve_jobs_5.html	Mike_Markkula	9
steve_jobs_5.html	Alvy_Ray_Smith	10
steve_jobs_5.html	Lane_v_Shire_Roofing_Co_(Oxford)_Ltd	11
steve_jobs_5.html	Lisa_Brennan-Jobs	12
steve_jobs_5.html	Robert_Friedland	13
steve_jobs_5.html	Vertical_innovation	14
steve_jobs_5.html	Apple_Store	15
steve_jobs_5.html	Doug_Menuez	16
steve_jobs_5.html	Joseph_Eichler	17
steve_jobs_5.html	Financial_Times_and_Goldman_Sachs_Business_Book_of_the_Year_Award	18
steve_jobs_5.html	John_Sculley	19
steve_jobs_5.html	Michael_Scott_(Apple)	20
steve_jobs_12.html	Mac_App_Store	1
steve_jobs_12.html	Apple_Inc.	2
steve_jobs_12.html	App_Store_(iOS)	3
steve_jobs_12.html	Outline_of_Apple_Inc.	4
steve_jobs_12.html	Application_store	5
steve_jobs_12.html	Macworld/iWorld	6
steve_jobs_12.html	History_of_Apple_Inc.	7
steve_jobs_12.html	Stevenote	8
steve_jobs_12.html	Mac_OS_X_Lion	9
steve_jobs_12.html	Macintosh	10
steve_jobs_12.html	Apple_Worldwide_Developers_Conference	11
steve_jobs_12.html	History_of_OS_X	12
steve_jobs_12.html	Mobile_app	13
steve_jobs_12.html	MobileMe	14
steve_jobs_12.html	Criticism_of_Apple_Inc.	15
steve_jobs_12.html	IOS	16
steve_jobs_12.html	OS_X	17
steve_jobs_12.html	Scott_Forstall	18
steve_jobs_12.html	Apple_Store_(online)	19
steve_jobs_12.html	OS_X_Mountain_Lion	20
video_game_11.html	Video_game_controversies	1
video_game_11.html	Video_game	2
video_game_11.html	Video_games_in_education	3
video_game_11.html	Video_game-related_health_problems	4
video_game_11.html	Women_and_video_games	5
video_game_11.html	Nonviolent_video_game	6
video_game_11.html	Grand_Theft_Childhood	7
video_game_11.html	Outline_of_video_games	8
video_game_11.html	Action_game	9
video_game_11.html	Serious_game	10
video_game_11.html	Brown_v._Entertainment_Merchants_Association	11
video_game_11.html	Gamer	12
video_game_11.html	Educational_game	13
video_game_11.html	TriadCity	14
video_game_11.html	Video_Game_TYCOON	15
video_game_11.html	Super_Jinsei_Game_(series)	16
video_game_11.html	Backyard_Football_(1999_video_game)	17
video_game_11.html	Chaos_League	18
video_game_11.html	Outline_of_games	19
video_game_11.html	Bastion_(video_game)	20
video_game_8.html	Video_game_addiction	1
video_game_8.html	Maressa_Orzack	2
video_game_8.html	Outline_of_video_games	3
video_game_8.html	Video_game	4
video_game_8.html	Video_game_controversies	5
video_game_8.html	Grand_Theft_Childhood	6
video_game_8.html	Video_game-related_health_problems	7
video_game_8.html	Internet_addiction_disorder	8
video_game_8.html	Video_games_in_education	9
video_game_8.html	Online_gaming_in_China	10
video_game_8.html	Video_game_culture	11
video_game_8.html	Serious_game	12
video_game_8.html	Turns,_rounds_and_time-keeping_systems_in_games	13
video_game_8.html	Gamer	14
video_game_8.html	Women_and_video_games	15
video_game_8.html	Mothers_Against_Videogame_Addiction_and_Violence	16
video_game_8.html	Index_of_gaming_articles	17
video_game_8.html	Yeh_for_Games	18
video_game_8.html	Computer_addiction	19
video_game_8.html	Multiplayer_video_game	20
video_game_9.html	Video_game_addiction	1
video_game_9.html	Video_game_controversies	2
video_game_9.html	Outline_of_video_games	3
video_game_9.html	Gamer	4
video_game_9.html	Video_game-related_health_problems	5
video_game_9.html	Internet_addiction_disorder	6
video_game_9.html	List_of_games_containing_time_travel	7
video_game_9.html	Video_games_in_education	8
video_game_9.html	Video_game_culture	9
video_game_9.html	Time_Traveler_(video_game)	10
video_game_9.html	Yeh_for_Games	11
video_game_9.html	Daikatana	12
video_game_9.html	Online_gaming_in_China	13
video_game_9.html	Multiplayer_video_game	14
video_game_9.html	Heavy_Rain	15
video_game_9.html	Video_game	16
video_game_9.html	Video_gaming_in_South_Korea	17
video_game_9.html	Art_game	18
video_game_9.html	Turn-based_MMORPG	19
video_game_9.html	Computer_widow	20
video_game_12.html	Video_game-related_health_problems	1
video_game_12.html	Video_game_controversies	2
video_game_12.html	Grand_Theft_Childhood	3
video_game_12.html	Video_games_in_education	4
video_game_12.html	Console_game	5
video_game_12.html	Gender_representation_in_video_games	6
video_game_12.html	Nonviolent_video_game	7
video_game_12.html	Electronic_media_and_sleep	8
video_game_12.html	Play_value	9
video_game_12.html	Blood_Bowl_(2009_video_game)	10
video_game_12.html	D_(video_game)	11
video_game_12.html	Women_and_video_games	12
video_game_12.html	Craig_A._Anderson	13
video_game_12.html	FK_Borac_Novi_Sad	14
video_game_12.html	Ju-on:_The_Grudge_(video_game)	15
video_game_12.html	Bobo_doll_experiment	16
video_game_12.html	Time_Crisis:_Project_Titan	17
video_game_12.html	Krcmar	18
video_game_12.html	Video_game_culture	19
video_game_12.html	Boris_Krcmar	20
video_game_7.html	Video_game_addiction	1
video_game_7.html	Internet_addiction_disorder	2
video_game_7.html	Maressa_Orzack	3
video_game_7.html	Addictive_personality	4
video_game_7.html	Video_game-related_health_problems	5
video_game_7.html	Mark_D._Griffiths	6
video_game_7.html	Video_game_controversies	7
video_game_7.html	Pornography_addiction	8
video_game_7.html	Computer_addiction	9
video_game_7.html	Kimberly_Young	10
video_game_7.html	Problem_gambling	11
video_game_7.html	Online_gaming_in_China	12
video_game_7.html	Gambler's_conceit	13
video_game_7.html	Video_games_in_education	14
video_game_7.html	Addiction_Psychology	15
video_game_7.html	Gambling_in_Russia	16
video_game_7.html	GamCare	17
video_game_7.html	Intervention_(TV_series)	18
video_game_7.html	Exercise_addiction	19
video_game_7.html	List_of_twelve-step_groups	20
video_game_4.html	Manhunt_(series)	1
video_game_4.html	Manhunt_2	2
video_game_4.html	List_of_banned_video_games	3
video_game_4.html	Controversies_surrounding_Call_of_Duty:_Modern_Warfare_2	4
video_game_4.html	Video_game_content_rating_system	5
video_game_4.html	Grand_Theft_Auto_(series)	6
video_game_4.html	ESRB_re-rating_of_The_Elder_Scrolls_IV:_Oblivion	7
video_game_4.html	Hot_Coffee_mod	8
video_game_4.html	Voyeur_(video_game)	9
video_game_4.html	Carmageddon	10
video_game_4.html	British_Board_of_Film_Classification	11
video_game_4.html	Video_game_controversies	12
video_game_4.html	Controversy_over_the_use_of_Manchester_Cathedral_in_Resistance:_Fall_of_Man	13
video_game_4.html	Dracula_Unleashed	14
video_game_4.html	Censorship_in_the_United_Kingdom	15
video_game_4.html	Angels_&_Demons_(film)	16
video_game_4.html	Sex_and_nudity_in_video_games	17
video_game_4.html	Pan_European_Game_Information	18
video_game_4.html	Video_game	19
video_game_4.html	Resident_Evil_5	20
video_game_14.html	Video_game_controversies	1
video_game_14.html	Media_violence_research	2
video_game_14.html	Grand_Theft_Childhood	3
video_game_14.html	Craig_A._Anderson	4
video_game_14.html	Video_game	5
video_game_14.html	Game_studies	6
video_game_14.html	Video_game_addiction	7
video_game_14.html	Gender_representation_in_video_games	8
video_game_14.html	Outline_of_video_games	9
video_game_14.html	Misogyny_and_mass_media	10
video_game_14.html	Women_and_video_games	11
video_game_14.html	Serious_game	12
video_game_14.html	Good_Behavior_Game	13
video_game_14.html	Nonviolent_video_game	14
video_game_14.html	Video_game-related_health_problems	15
video_game_14.html	Educational_video_game	16
video_game_14.html	Video_games_in_education	17
video_game_14.html	Re-Mission	18
video_game_14.html	Tiltfactor_Lab	19
video_game_14.html	HopeLab	20
video_game_2.html	Video_game_controversies	1
video_game_2.html	Nonviolent_video_game	2
video_game_2.html	Brown_v._Entertainment_Merchants_Association	3
video_game_2.html	Grand_Theft_Childhood	4
video_game_2.html	Media_violence_research	5
video_game_2.html	Craig_A._Anderson	6
video_game_2.html	Controversy_of_Mortal_Kombat	7
video_game_2.html	California_Assembly_Bills_1792_&_1793	8
video_game_2.html	Jack_Thompson_(activist)	9
video_game_2.html	List_of_banned_video_games	10
video_game_2.html	Mothers_Against_Videogame_Addiction_and_Violence	11
video_game_2.html	Common_Sense_Media	12
video_game_2.html	Gender_representation_in_video_games	13
video_game_2.html	Graphic_violence	14
video_game_2.html	Controversies_surrounding_Grand_Theft_Auto_IV	15
video_game_2.html	Video_game_content_rating_system	16
video_game_2.html	Manhunt_(video_game)	17
video_game_2.html	Dave_Grossman_(author)	18
video_game_2.html	Hal_Halpin	19
video_game_2.html	Leland_Yee	20
video_game_6.html	Video_game_addiction	1
video_game_6.html	Video_game-related_health_problems	2
video_game_6.html	Maressa_Orzack	3
video_game_6.html	Internet_addiction_disorder	4
video_game_6.html	Grand_Theft_Childhood	5
video_game_6.html	Video_game_controversies	6
video_game_6.html	Addiction_Psychology	7
video_game_6.html	Mark_D._Griffiths	8
video_game_6.html	Online_gaming_in_China	9
video_game_6.html	Problem_gambling	10
video_game_6.html	Yeh_for_Games	11
video_game_6.html	Computer_addiction	12
video_game_6.html	Gamer	13
video_game_6.html	Wikipedia:Articles_for_deletion/Counter-smack	14
video_game_6.html	Re-Mission	15
video_game_6.html	Video_gaming_in_South_Korea	16
video_game_6.html	Outline_of_video_games	17
video_game_6.html	Problem_Video_Game_Playing_Questionnaire	18
video_game_6.html	Tetris_effect	19
video_game_6.html	Video_game	20
video_game_10.html	Video_game_addiction	1
video_game_10.html	Maressa_Orzack	2
video_game_10.html	Internet_addiction_disorder	3
video_game_10.html	Video_game-related_health_problems	4
video_game_10.html	Exercise_addiction	5
video_game_10.html	Addictive_personality	6
video_game_10.html	Dopamine_dysregulation_syndrome	7
video_game_10.html	Mixed_anxiety-depressive_disorder	8
video_game_10.html	Withdrawal	9
video_game_10.html	Gamer	10
video_game_10.html	Outline_of_video_games	11
video_game_10.html	Dysthymia	12
video_game_10.html	Attention_deficit_hyperactivity_disorder_management	13
video_game_10.html	Computer_addiction	14
video_game_10.html	Dual_diagnosis	15
video_game_10.html	Substance-related_disorder	16
video_game_10.html	Attention_deficit_hyperactivity_disorder	17
video_game_10.html	Self-medication	18
video_game_10.html	Münchausen_syndrome	19
video_game_10.html	Obsessive–compulsive_disorder	20
cancer_8.html	BRCA_mutation	1
cancer_8.html	Predictive_medicine	2
cancer_8.html	Risk_factors_for_breast_cancer	3
cancer_8.html	Genetic_testing	4
cancer_8.html	Frederick_Pei_Li	5
cancer_8.html	Cancer_syndrome	6
cancer_8.html	Ovarian_cancer	7
cancer_8.html	Breast_cancer_screening	8
cancer_8.html	Hereditary_nonpolyposis_colorectal_cancer	9
cancer_8.html	Li–Fraumeni_syndrome	10
cancer_8.html	Breast_cancer	11
cancer_8.html	Biotechnology	12
cancer_8.html	Personalized_medicine	13
cancer_8.html	Hereditary_breast–ovarian_cancer_syndrome	14
cancer_8.html	Male_breast_cancer	15
cancer_8.html	Genetic_discrimination	16
cancer_8.html	Breast_cancer_classification	17
cancer_8.html	PALB2	18
cancer_8.html	Predictive_testing	19
cancer_8.html	Prostate_cancer	20
cancer_5.html	Hereditary_nonpolyposis_colorectal_cancer	1
cancer_5.html	Carcinogenesis	2
cancer_5.html	BRCA_mutation	3
cancer_5.html	Bloom_syndrome	4
cancer_5.html	Frederick_Pei_Li	5
cancer_5.html	Familial_adenomatous_polyposis	6
cancer_5.html	Birt–Hogg–Dubé_syndrome	7
cancer_5.html	BRCA2	8
cancer_5.html	Cancer_syndrome	9
cancer_5.html	Cancer	10
cancer_5.html	Li–Fraumeni_syndrome	11
cancer_5.html	Frameshift_mutation	12
cancer_5.html	Index_of_genetic_engineering_articles	13
cancer_5.html	Index_of_genetics_articles	14
cancer_5.html	Costello_syndrome	15
cancer_5.html	Genetic_testing	16
cancer_5.html	Caretaker_gene	17
cancer_5.html	PTEN_(gene)	18
cancer_5.html	Outline_of_biochemistry	19
cancer_5.html	Benign_tumor	20
cancer_11.html	Active_Hexose_Correlated_Compound	1
cancer_11.html	Johannes_Fibiger	2
cancer_11.html	Lactobacillus_reuteri	3
cancer_11.html	Neutrophil_granulocyte	4
cancer_11.html	Brain_abscess	5
cancer_11.html	KOH_test	6
cancer_11.html	Cancer_in_cats	7
cancer_11.html	Medical_microbiology	8
cancer_11.html	Artemisinin	9
cancer_11.html	Hazard_(risk)	10
cancer_11.html	Dystrophic_calcification	11
cancer_11.html	Index_of_HIV/AIDS-related_articles	12
cancer_11.html	Immunotherapy	13
cancer_11.html	Berberine	14
cancer_11.html	Dysentery	15
cancer_11.html	Candida_(fungus)	16
cancer_11.html	Pseudowintera_colorata	17
cancer_11.html	Chrysomya_bezziana	18
cancer_11.html	John_Kanzius	19
cancer_11.html	Diagnostic_test	20
cancer_10.html	Human_papillomavirus	1
cancer_10.html	HPV_vaccine	2
cancer_10.html	HIV/AIDS	3
cancer_10.html	Oncovirus	4
cancer_10.html	Gardasil	5
cancer_10.html	Anal_cancer	6
cancer_10.html	Cervical_cancer	7
cancer_10.html	HspE7	8
cancer_10.html	Sexually_transmitted_disease	9
cancer_10.html	Infectious_causes_of_cancer	10
cancer_10.html	Signs_and_symptoms_of_HIV/AIDS	11
cancer_10.html	HIV	12
cancer_10.html	HIV_vaccine	13
cancer_10.html	Vaccine	14
cancer_10.html	Papillomaviridae	15
cancer_10.html	HPV-positive_oropharyngeal_cancer	16
cancer_10.html	Hepatitis_B	17
cancer_10.html	Bovine_papillomavirus	18
cancer_10.html	Genital_wart	19
cancer_10.html	Virology	20
cancer_12.html	Carcinogenesis	1
cancer_12.html	DNA_repair	2
cancer_12.html	Cancer	3
cancer_12.html	Chemotherapy	4
cancer_12.html	Apoptosis	5
cancer_12.html	The_Hallmarks_of_Cancer	6
cancer_12.html	Mutation	7
cancer_12.html	Leukemia	8
cancer_12.html	Cancer_epigenetics	9
cancer_12.html	Progeroid_syndromes	10
cancer_12.html	Human_papillomavirus	11
cancer_12.html	Ataxia_telangiectasia	12
cancer_12.html	Fanconi_anemia	13
cancer_12.html	Neoplasm	14
cancer_12.html	Portal:Medicine/Selected_Article_Archive_(2006)	15
cancer_12.html	Telomerase	16
cancer_12.html	Cell_damage	17
cancer_12.html	Suicide_gene	18
cancer_12.html	Acute_lymphoblastic_leukemia	19
cancer_12.html	Cancer_syndrome	20
cancer_9.html	Stem_cell	1
cancer_9.html	Stem-cell_therapy	2
cancer_9.html	Cancer_epigenetics	3
cancer_9.html	Management_of_cancer	4
cancer_9.html	National_Foundation_for_Cancer_Research	5
cancer_9.html	Cancer_in_cats	6
cancer_9.html	Colorectal_cancer	7
cancer_9.html	Prostate_cancer	8
cancer_9.html	Telomerase_reverse_transcriptase	9
cancer_9.html	Hematopoietic_stem_cell_transplantation	10
cancer_9.html	Embryonic_stem_cell	11
cancer_9.html	April_2008_in_science	12
cancer_9.html	Management_of_prostate_cancer	13
cancer_9.html	Childhood_leukemia	14
cancer_9.html	Sean_J._Morrison	15
cancer_9.html	Diabetes_mellitus_type_1	16
cancer_9.html	Soft-tissue_sarcoma	17
cancer_9.html	B-cell_chronic_lymphocytic_leukemia	18
cancer_9.html	Adult_stem_cell	19
cancer_9.html	Suicide_gene	20
cancer_1.html	Cancer	1
cancer_1.html	Carcinogenesis	2
cancer_1.html	Benign_tumor	3
cancer_1.html	Metastasis	4
cancer_1.html	Cancer_epigenetics	5
cancer_1.html	The_Hallmarks_of_Cancer	6
cancer_1.html	Gene_expression_profiling_in_cancer	7
cancer_1.html	Vectors_in_gene_therapy	8
cancer_1.html	Melanoma	9
cancer_1.html	Suicide_gene	10
cancer_1.html	Caretaker_gene	11
cancer_1.html	Thymidine_kinase	12
cancer_1.html	Radiation_therapy	13
cancer_1.html	National_Foundation_for_Cancer_Research	14
cancer_1.html	Burkitt's_lymphoma	15
cancer_1.html	Oncogenomics	16
cancer_1.html	Merkel_cell_polyomavirus	17
cancer_1.html	Lung_cancer	18
cancer_1.html	Colorectal_cancer	19
cancer_1.html	Breast_cancer	20
cancer_7.html	Carcinogenesis	1
cancer_7.html	The_Hallmarks_of_Cancer	2
cancer_7.html	Li–Fraumeni_syndrome	3
cancer_7.html	Cancer_syndrome	4
cancer_7.html	Oncolytic_adenovirus	5
cancer_7.html	Metastasis	6
cancer_7.html	Oncogenomics	7
cancer_7.html	Deleted_in_Colorectal_Cancer	8
cancer_7.html	Retinoblastoma_protein	9
cancer_7.html	Ras_subfamily	10
cancer_7.html	Caretaker_gene	11
cancer_7.html	Cancer_research	12
cancer_7.html	Oncolytic_virus	13
cancer_7.html	Cancer	14
cancer_7.html	Familial_adenomatous_polyposis	15
cancer_7.html	Application_of_PTEN_in_Gene_Therapy	16
cancer_7.html	Mir-26_microRNA_precursor_family	17
cancer_7.html	Ovarian_cancer	18
cancer_7.html	Secreted_frizzled-related_protein_1	19
cancer_7.html	Colorectal_cancer	20
cancer_2.html	Imatinib	1
cancer_2.html	Novartis	2
cancer_2.html	Institute_of_Cancer_Research	3
cancer_2.html	History_of_cancer_chemotherapy	4
cancer_2.html	Chiron_Corporation	5
cancer_2.html	List_of_off-label_promotion_pharmaceutical_settlements	6
cancer_2.html	Daniel_Vasella	7
cancer_2.html	TopoTarget	8
cancer_2.html	Panobinostat	9
cancer_2.html	Celgene	10
cancer_2.html	Biocompatibles	11
cancer_2.html	Irritable_bowel_syndrome	12
cancer_2.html	Antibody-drug_conjugate	13
cancer_2.html	Nicholas_J._Vogelzang	14
cancer_2.html	George_Q._Daley	15
cancer_2.html	Hoffmann-La_Roche	16
cancer_2.html	Mifamurtide	17
cancer_2.html	Health_care_in_Iran	18
