docname	wiki	rank
feminism_8.html	Betty_Millard	16
feminism_8.html	Beverly_Smith	17
feminism_8.html	Feminism_and_Nationalism_in_the_Third_World	18
feminism_8.html	Julie_Zeilinger	19
feminism_8.html	Women's_Peace_Union	20
gay_marriage_2.html	Jack_Baker_(activist)	1
gay_marriage_2.html	Wikipedia:Articles_for_deletion/Cindy_the_Dolphin_(2nd_nomination)	2
gay_marriage_2.html	LGBT_rights_in_Israel	3
gay_marriage_2.html	Sally_Kern	4
gay_marriage_2.html	Same-sex_marriage_and_the_family	5
gay_marriage_2.html	Religious_views_on_same-sex_marriage	6
gay_marriage_2.html	LGBT_in_the_United_States	7
gay_marriage_2.html	Karen_Clark	8
gay_marriage_2.html	LGBT_rights_in_California	9
gay_marriage_2.html	Stevi_Jackson	10
gay_marriage_2.html	LGBT_rights_in_Washington_State	11
gay_marriage_2.html	Same-sex_marriage_in_Iowa	12
gay_marriage_2.html	Gay_Muslims	13
gay_marriage_2.html	Heterosexism	14
gay_marriage_2.html	LGBT_rights_in_Alaska	15
gay_marriage_2.html	Australian_Christian_Lobby	16
gay_marriage_2.html	LGBT_rights_in_New_Mexico	17
gay_marriage_2.html	Martinez_v._County_of_Monroe	18
gay_marriage_2.html	Lewis_v._Harris	19
gay_marriage_2.html	Law_2013-404	20
gay_marriage_9.html	Timeline_of_same-sex_marriage	1
gay_marriage_9.html	Same-sex_unions_in_the_United_States	2
gay_marriage_9.html	Same-sex_marriage_in_the_United_States	3
gay_marriage_9.html	LGBT_rights_in_the_United_States	4
gay_marriage_9.html	Status_of_same-sex_marriage	5
gay_marriage_9.html	Civil_union_in_the_United_States	6
gay_marriage_9.html	Civil_union	7
gay_marriage_9.html	Same-sex_marriage	8
gay_marriage_9.html	Same-sex_marriage_law_in_the_United_States_by_state	9
gay_marriage_9.html	Same-sex_marriage_in_Maryland	10
gay_marriage_9.html	2004_in_LGBT_rights	11
gay_marriage_9.html	Same-sex_marriage_in_Minnesota	12
gay_marriage_9.html	2005_in_LGBT_rights	13
gay_marriage_9.html	Same-sex_marriage_in_New_York	14
gay_marriage_9.html	Same-sex_marriage_in_New_England	15
gay_marriage_9.html	Timeline_of_same-sex_marriage_in_the_United_States	16
gay_marriage_9.html	Same-sex_union_legislation	17
gay_marriage_9.html	Recognition_of_same-sex_unions_in_New_Jersey	18
gay_marriage_9.html	Same-sex_marriage_in_Connecticut	19
gay_marriage_9.html	Same-sex_marriage_in_Rhode_Island	20
gay_marriage_11.html	Goodridge_v._Department_of_Public_Health	1
gay_marriage_11.html	Lawrence_v._Texas	2
gay_marriage_11.html	Same-sex_marriage_in_California	3
gay_marriage_11.html	Same-sex_marriage_in_the_United_States	4
gay_marriage_11.html	Same-sex_marriage_in_New_York	5
gay_marriage_11.html	Andersen_v._King_County	6
gay_marriage_11.html	Defense_of_Marriage_Act	7
gay_marriage_11.html	Lewis_v._Harris	8
gay_marriage_11.html	Same-sex_marriage_in_Maryland	9
gay_marriage_11.html	Timeline_of_same-sex_marriage_in_the_United_States	10
gay_marriage_11.html	Public_opinion_of_same-sex_marriage_in_the_United_States	11
gay_marriage_11.html	Same-sex_marriage_in_Iowa	12
gay_marriage_11.html	Recognition_of_same-sex_unions_in_New_Jersey	13
gay_marriage_11.html	In_re_Marriage_Cases	14
gay_marriage_11.html	Same-sex_marriage	15
gay_marriage_11.html	LGBT_rights_in_the_United_States	16
gay_marriage_11.html	Same-sex_marriage_in_Canada	17
gay_marriage_11.html	Hollingsworth_v._Perry	18
gay_marriage_11.html	Loving_v._Virginia	19
gay_marriage_11.html	Same-sex_unions_in_the_United_States	20
gay_marriage_12.html	In_re_Marriage_Cases	1
gay_marriage_12.html	Same-sex_marriage_in_California	2
gay_marriage_12.html	LGBT_rights_in_the_United_States	3
gay_marriage_12.html	Timeline_of_same-sex_marriage_in_the_United_States	4
gay_marriage_12.html	Andersen_v._King_County	5
gay_marriage_12.html	Same-sex_marriage_in_the_United_States	6
gay_marriage_12.html	Lawrence_v._Texas	7
gay_marriage_12.html	Status_of_same-sex_marriage	8
gay_marriage_12.html	Same-sex_marriage_in_Iowa	9
gay_marriage_12.html	Goodridge_v._Department_of_Public_Health	10
gay_marriage_12.html	2008_in_LGBT_rights	11
gay_marriage_12.html	Varnum_v._Brien	12
gay_marriage_12.html	LGBT_rights_in_Brazil	13
gay_marriage_12.html	Same-sex_marriage_in_Canada	14
gay_marriage_12.html	Loving_v._Virginia	15
gay_marriage_12.html	2009_in_LGBT_rights	16
gay_marriage_12.html	2011_in_LGBT_rights	17
gay_marriage_12.html	United_States_v._Windsor	18
gay_marriage_12.html	2004_in_LGBT_rights	19
gay_marriage_12.html	Same-sex_marriage	20
gay_marriage_5.html	Timeline_of_same-sex_marriage_in_the_United_States	1
gay_marriage_5.html	Same-sex_marriage_in_California	2
gay_marriage_5.html	Same-sex_unions_in_the_United_States	3
gay_marriage_5.html	LGBT_rights_in_the_United_States	4
gay_marriage_5.html	Same-sex_marriage_in_the_United_States	5
gay_marriage_5.html	2004_in_LGBT_rights	6
gay_marriage_5.html	Same-sex_marriage_legislation_in_the_United_States	7
gay_marriage_5.html	2011_in_LGBT_rights	8
gay_marriage_5.html	San_Francisco_2004_same-sex_weddings	9
gay_marriage_5.html	Same-sex_marriage_in_Maryland	10
gay_marriage_5.html	List_of_U.S._state_constitutional_amendments_banning_same-sex_unions_by_type	11
gay_marriage_5.html	Same-sex_marriage_in_New_York	12
gay_marriage_5.html	Same-sex_marriage_in_Iowa	13
gay_marriage_5.html	2008_in_LGBT_rights	14
gay_marriage_5.html	Timeline_of_same-sex_marriage	15
gay_marriage_5.html	Baker_v._Nelson	16
gay_marriage_5.html	Same-sex_marriage_in_Connecticut	17
gay_marriage_5.html	2010_in_LGBT_rights	18
gay_marriage_5.html	Defense_of_Marriage_Act	19
gay_marriage_5.html	Timeline_of_civil_marriage_in_the_United_States	20
gay_marriage_6.html	2004_in_LGBT_rights	1
gay_marriage_6.html	Timeline_of_same-sex_marriage_in_the_United_States	2
gay_marriage_6.html	LGBT_rights_in_the_United_States	3
gay_marriage_6.html	Timeline_of_same-sex_marriage	4
gay_marriage_6.html	Timeline_of_civil_marriage_in_the_United_States	5
gay_marriage_6.html	San_Francisco_2004_same-sex_weddings	6
gay_marriage_6.html	Same-sex_marriage_in_California	7
gay_marriage_6.html	Same-sex_marriage_in_the_United_States	8
gay_marriage_6.html	Same-sex_marriage_legislation_in_the_United_States	9
gay_marriage_6.html	Status_of_same-sex_marriage	10
gay_marriage_6.html	Same-sex_marriage_in_Washington_State	11
gay_marriage_6.html	Baker_v._Nelson	12
gay_marriage_6.html	Same-sex_marriage_in_Connecticut	13
gay_marriage_6.html	In_re_Marriage_Cases	14
gay_marriage_6.html	Same-sex_unions_in_the_United_States	15
gay_marriage_6.html	2011_in_LGBT_rights	16
gay_marriage_6.html	LGBT_rights_in_Michigan	17
gay_marriage_6.html	Alaska_Ballot_Measure_2_(1998)	18
gay_marriage_6.html	U.S._state_constitutional_amendments_banning_same-sex_unions	19
gay_marriage_6.html	Same-sex_marriage_in_Iowa	20
gay_marriage_3.html	Chad_Griffin	1
gay_marriage_3.html	Same-sex_marriage_in_the_United_States	2
gay_marriage_3.html	Barack_Obama_social_policy	3
gay_marriage_3.html	Second_inauguration_of_Barack_Obama	4
gay_marriage_3.html	Portal:LGBT/Current_events/Archive	5
gay_marriage_3.html	Timeline_of_the_presidency_of_Barack_Obama_(2012)	6
gay_marriage_3.html	Timeline_of_same-sex_marriage_in_the_United_States	7
gay_marriage_3.html	LGBT_rights_in_the_United_States	8
gay_marriage_3.html	California_Proposition_8	9
gay_marriage_3.html	Republican_Party_(United_States)	10
gay_marriage_3.html	Public_opinion_of_same-sex_marriage_in_the_United_States	11
gay_marriage_3.html	Courage_Campaign	12
gay_marriage_3.html	2009_in_LGBT_rights	13
gay_marriage_3.html	National_Organization_for_Marriage	14
gay_marriage_3.html	Defense_of_Marriage_Act	15
gay_marriage_3.html	Marriage_Equality_Act	16
gay_marriage_3.html	Visible_Vote_'08:_A_Presidential_Forum	17
gay_marriage_3.html	American_Foundation_for_Equal_Rights	18
gay_marriage_3.html	Timeline_of_the_presidency_of_Barack_Obama_(2009)	19
gay_marriage_3.html	Ken_Mehlman	20
gay_marriage_10.html	The_Bounder	1
gay_marriage_10.html	Lockdown_(film)	2
gay_marriage_10.html	Prison_on_Fire_II	3
gay_marriage_10.html	Not_About_Nightingales	4
gay_marriage_10.html	Jailbait_(2004_film)	5
gay_marriage_10.html	Women_in_Cages	6
gay_marriage_10.html	Estelle_v._Gamble	7
gay_marriage_10.html	Stoic_(film)	8
gay_marriage_10.html	Release_(film)	9
gay_marriage_10.html	Marvin_Makinen	10
gay_marriage_10.html	Hard_Tack_Come_Again_No_More	11
gay_marriage_10.html	Doing_Time_(2002_film)	12
gay_marriage_10.html	Murder_of_Zahid_Mubarek	13
gay_marriage_10.html	HM_Prison_Leeds	14
gay_marriage_10.html	Wabash_Valley_Correctional_Facility	15
gay_marriage_10.html	North_Branch_Correctional_Institution	16
gay_marriage_10.html	Cute_Poison_(Prison_Break)	17
gay_marriage_10.html	Joseph_John_Thomas_Pawelka	18
gay_marriage_10.html	United_States_Penitentiary,_Allenwood	19
gay_marriage_10.html	Mountain_Institution	20
gay_marriage_4.html	Same-sex_marriage_in_the_United_States	1
gay_marriage_4.html	Same-sex_marriage_in_California	2
gay_marriage_4.html	Texas_Proposition_2_(2005)	3
gay_marriage_4.html	Timeline_of_same-sex_marriage_in_the_United_States	4
gay_marriage_4.html	Same-sex_marriage	5
gay_marriage_4.html	LGBT_rights_in_the_United_States	6
gay_marriage_4.html	Same-sex_marriage_in_Connecticut	7
gay_marriage_4.html	Public_opinion_of_same-sex_marriage_in_the_United_States	8
gay_marriage_4.html	Same-sex_marriage_in_New_York	9
gay_marriage_4.html	2005_in_LGBT_rights	10
gay_marriage_4.html	California_Proposition_8	11
gay_marriage_4.html	Recognition_of_same-sex_unions_in_Australia	12
gay_marriage_4.html	Status_of_same-sex_marriage	13
gay_marriage_4.html	Same-sex_marriage_in_Maryland	14
gay_marriage_4.html	Federal_Marriage_Amendment	15
gay_marriage_4.html	LGBT_rights_in_Utah	16
gay_marriage_4.html	U.S._state_constitutional_amendments_banning_same-sex_unions	17
gay_marriage_4.html	Recognition_of_same-sex_unions_in_New_Jersey	18
gay_marriage_4.html	LGBT_rights_in_Ohio	19
gay_marriage_4.html	Post-election_events_of_Proposition_8_(2008)	20
intensive_farming_10.html	Intensive_farming	1
intensive_farming_10.html	Ecoagriculture	2
intensive_farming_10.html	Environmental_impact_of_meat_production	3
intensive_farming_10.html	Farming_Systems_in_India	4
intensive_farming_10.html	Sustainable_agriculture	5
intensive_farming_10.html	Farm	6
intensive_farming_10.html	Sonny_Bono_Salton_Sea_National_Wildlife_Refuge	7
intensive_farming_10.html	Forest_farming	8
intensive_farming_10.html	Hill_farming	9
intensive_farming_10.html	Outline_of_agriculture	10
intensive_farming_10.html	Agriculture	11
intensive_farming_10.html	Industrial_agriculture_(animals)	12
intensive_farming_10.html	Industrial_agriculture_(crops)	13
intensive_farming_10.html	Agricultural_sustainability_in_northern_Nigeria	14
intensive_farming_10.html	Extensive_farming	15
intensive_farming_10.html	Commercial_agriculture	16
intensive_farming_10.html	Hedgerow_removal	17
intensive_farming_10.html	Banana_plantation	18
intensive_farming_10.html	Agriculture_in_Saskatchewan	19
intensive_farming_10.html	Factory_farming	20
intensive_farming_3.html	Deforestation	1
intensive_farming_3.html	Habitat_destruction	2
intensive_farming_3.html	Agriculture_in_Costa_Rica	3
intensive_farming_3.html	Subsistence_agriculture	4
intensive_farming_3.html	Deforestation_of_the_Amazon_Rainforest	5
intensive_farming_3.html	Deforestation_in_Thailand	6
intensive_farming_3.html	Shifting_cultivation	7
intensive_farming_3.html	Deforestation_in_Indonesia	8
intensive_farming_3.html	Deforestation_in_Brazil	9
intensive_farming_3.html	Deforestation_in_Ethiopia	10
intensive_farming_3.html	Slash-and-burn	11
intensive_farming_3.html	Appalachian_Ohio	12
intensive_farming_3.html	Environmental_issues_in_Indonesia	13
intensive_farming_3.html	Resource_depletion	14
intensive_farming_3.html	Deforestation_in_the_Democratic_Republic_of_the_Congo	15
intensive_farming_3.html	Clearcutting	16
intensive_farming_3.html	Neolithic_British_Isles	17
intensive_farming_3.html	Wouri_estuary	18
intensive_farming_3.html	Environment_of_Malaysia	19
intensive_farming_3.html	Biosequestration	20
intensive_farming_9.html	Sustainable_agriculture	1
intensive_farming_9.html	Integrated_farming	2
intensive_farming_9.html	Food_systems	3
intensive_farming_9.html	Food_sovereignty	4
intensive_farming_9.html	Organic_farming	5
intensive_farming_9.html	Agricultural_biodiversity	6
intensive_farming_9.html	Intensive_farming	7
intensive_farming_9.html	Agroecology	8
intensive_farming_9.html	Sustainable_living	9
intensive_farming_9.html	Sustainability_organizations	10
intensive_farming_9.html	Food_miles	11
intensive_farming_9.html	Agricultural_science	12
intensive_farming_9.html	Local_food	13
intensive_farming_9.html	Urban_agriculture	14
intensive_farming_9.html	List_of_sustainable_agriculture_topics	15
intensive_farming_9.html	Ecoagriculture	16
intensive_farming_9.html	Environmental_vegetarianism	17
intensive_farming_9.html	Sustainable_Table	18
intensive_farming_9.html	Agriculture	19
intensive_farming_9.html	Outline_of_agriculture	20
intensive_farming_8.html	Commercial_agriculture	1
intensive_farming_8.html	Intensive_farming	2
intensive_farming_8.html	Agriculture_in_Upper_Canada	3
intensive_farming_8.html	Extensive_farming	4
intensive_farming_8.html	Farming_Systems_in_India	5
intensive_farming_8.html	Market_garden	6
intensive_farming_8.html	Hill_farming	7
intensive_farming_8.html	Agriculture_in_Canada	8
intensive_farming_8.html	Differential_and_absolute_ground_rent	9
intensive_farming_8.html	Care_farming	10
intensive_farming_8.html	Agriculture_in_Paraguay	11
intensive_farming_8.html	Urbanization	12
intensive_farming_8.html	City_farm	13
intensive_farming_8.html	Agriculture_in_New_Zealand	14
intensive_farming_8.html	Technological_dualism	15
intensive_farming_8.html	Industrial_agriculture_(crops)	16
intensive_farming_8.html	History_of_agriculture_in_Cheshire	17
intensive_farming_8.html	Economic_history_of_the_Ottoman_Empire	18
intensive_farming_8.html	Small-scale_agriculture	19
intensive_farming_8.html	Dual-sector_model	20
intensive_farming_6.html	Food_miles	1
intensive_farming_6.html	Issues_relating_to_biofuels	2
intensive_farming_6.html	Climate_change_and_agriculture	3
intensive_farming_6.html	Factory_farming	4
intensive_farming_6.html	Agriculture_in_Flanders	5
intensive_farming_6.html	Sustainable_agriculture	6
intensive_farming_6.html	Low_carbon_diet	7
intensive_farming_6.html	Environmental_impact_of_meat_production	8
intensive_farming_6.html	Soil_governance	9
intensive_farming_6.html	Outline_of_agriculture	10
intensive_farming_6.html	Sustainability_and_environmental_management	11
intensive_farming_6.html	Agriculture	12
intensive_farming_6.html	Intensive_farming	13
intensive_farming_6.html	Organic_farming	14
intensive_farming_6.html	Environmental_vegetarianism	15
intensive_farming_6.html	Food_sovereignty	16
intensive_farming_6.html	Biofuel	17
intensive_farming_6.html	Environmental_impact_of_agriculture	18
intensive_farming_6.html	Building-integrated_agriculture	19
intensive_farming_6.html	Agriculture_in_New_Zealand	20
intensive_farming_7.html	Intensive_farming	1
intensive_farming_7.html	Outline_of_agriculture	2
intensive_farming_7.html	Intensive_pig_farming	3
intensive_farming_7.html	Factory_farming	4
intensive_farming_7.html	Agriculture	5
intensive_farming_7.html	Zero_Budget_Farming	6
intensive_farming_7.html	Farm	7
intensive_farming_7.html	Organic_farming	8
intensive_farming_7.html	Industrial_agriculture_(animals)	9
intensive_farming_7.html	Sustainable_agriculture	10
intensive_farming_7.html	Livestock	11
intensive_farming_7.html	Extensive_farming	12
intensive_farming_7.html	Advance_sowing	13
intensive_farming_7.html	History_of_agriculture_in_the_People's_Republic_of_China	14
intensive_farming_7.html	Wikipedia:WikiProject_Missing_encyclopedic_articles/Skysmith's_list_of_missing_articles/Agriculture	15
intensive_farming_7.html	Agriculture_in_Saskatchewan	16
intensive_farming_7.html	Feedlot	17
intensive_farming_7.html	Industrial_agriculture	18
intensive_farming_7.html	Commercial_agriculture	19
intensive_farming_7.html	Vertical_farming	20
intensive_farming_2.html	Organic_farming	1
intensive_farming_2.html	Agriculture	2
intensive_farming_2.html	Issues_in_American_commodity_farming	3
intensive_farming_2.html	Organic_farming_and_biodiversity	4
intensive_farming_2.html	Intensive_farming	5
intensive_farming_2.html	Green_Revolution	6
intensive_farming_2.html	Vertical_farming	7
intensive_farming_2.html	Agriculture_in_the_United_Kingdom	8
intensive_farming_2.html	Agricultural_productivity	9
intensive_farming_2.html	Organic_cotton	10
intensive_farming_2.html	Biodynamic_agriculture	11
intensive_farming_2.html	Farming_Systems_in_India	12
intensive_farming_2.html	Factory_farming	13
intensive_farming_2.html	Women_and_agriculture_in_Sub-Saharan_Africa	14
intensive_farming_2.html	Agriculture_in_Costa_Rica	15
intensive_farming_2.html	Industrial_agriculture_(crops)	16
intensive_farming_2.html	Agroecology	17
intensive_farming_2.html	Organic_movement	18
intensive_farming_2.html	Industrial_agriculture	19
intensive_farming_2.html	Urban_agriculture	20
intensive_farming_1.html	Environmental_impact_of_meat_production	1
intensive_farming_1.html	Agriculture	2
intensive_farming_1.html	Food_security	3
intensive_farming_1.html	Organic_farming	4
intensive_farming_1.html	Industrial_agriculture	5
intensive_farming_1.html	Agricultural_policy	6
intensive_farming_1.html	History_of_agriculture_in_the_People's_Republic_of_China	7
intensive_farming_1.html	Agriculture_in_Mongolia	8
intensive_farming_1.html	Peak_water	9
intensive_farming_1.html	Factory_farming	10
intensive_farming_1.html	Agriculture_in_Jordan	11
intensive_farming_1.html	Agriculture_in_China	12
intensive_farming_1.html	Farming_Systems_in_India	13
intensive_farming_1.html	Agriculture_in_India	14
intensive_farming_1.html	Agriculture_in_Kenya	15
intensive_farming_1.html	Low_carbon_diet	16
intensive_farming_1.html	Urban_agriculture	17
intensive_farming_1.html	Sustainable_agriculture	18
intensive_farming_1.html	Environmental_vegetarianism	19
intensive_farming_1.html	Agricultural_wastewater_treatment	20
intensive_farming_5.html	Intensive_farming	1
intensive_farming_5.html	Agriculture	2
intensive_farming_5.html	Zero_Budget_Farming	3
intensive_farming_5.html	Organic_farming	4
intensive_farming_5.html	Agricultural_pollution	5
intensive_farming_5.html	Industrial_agriculture_(crops)	6
intensive_farming_5.html	Industrial_agriculture	7
intensive_farming_5.html	Factory_farming	8
intensive_farming_5.html	Sustainable_agriculture	9
intensive_farming_5.html	Outline_of_agriculture	10
intensive_farming_5.html	Agriculture_in_Saskatchewan	11
intensive_farming_5.html	Biodynamic_agriculture	12
intensive_farming_5.html	Industrial_agriculture_(animals)	13
intensive_farming_5.html	Agricultural_sustainability_in_northern_Nigeria	14
intensive_farming_5.html	Sustainable_living	15
intensive_farming_5.html	Organic_food	16
intensive_farming_5.html	History_of_agriculture_in_the_People's_Republic_of_China	17
intensive_farming_5.html	Agriculture_in_Canada	18
intensive_farming_5.html	Agricultural_science	19
intensive_farming_5.html	Organic_horticulture	20
intensive_farming_4.html	Biointensive_agriculture	1
intensive_farming_4.html	Organic_farming	2
intensive_farming_4.html	Zero_Budget_Farming	3
intensive_farming_4.html	Intensive_farming	4
intensive_farming_4.html	Outline_of_agriculture	5
intensive_farming_4.html	Industrial_agriculture	6
intensive_farming_4.html	William_Albrecht	7
intensive_farming_4.html	Organic_horticulture	8
intensive_farming_4.html	Factory_farming	9
intensive_farming_4.html	Sustainable_agriculture	10
intensive_farming_4.html	Agriculture	11
intensive_farming_4.html	No-till_farming	12
intensive_farming_4.html	Forest_farming	13
intensive_farming_4.html	Agroecology	14
intensive_farming_4.html	Indigenous_horticulture	15
intensive_farming_4.html	Banana_plantation	16
intensive_farming_4.html	History_of_organic_farming	17
intensive_farming_4.html	Tillage	18
intensive_farming_4.html	Farming_Systems_in_India	19
intensive_farming_4.html	History_of_agriculture	20
native_americans_5.html	Plains_Indians	1
native_americans_5.html	John_C._Ewers	2
native_americans_5.html	George_Bird_Grinnell	3
native_americans_5.html	Buffalo_Bill_Historical_Center	4
native_americans_5.html	Fort_Belknap_Indian_Reservation	5
native_americans_5.html	Buffalo_Hump	6
native_americans_5.html	Buffalo_Bill	7
native_americans_5.html	Isa-tai	8
native_americans_5.html	Crazy_Bear_(Assiniboine_chief)	9
native_americans_5.html	Buffalo_Commons	10
native_americans_5.html	Into_the_West_(TV_miniseries)	11
native_americans_5.html	Chief_Buffalo_Child_Long_Lance	12
native_americans_5.html	Owl_Woman	13
native_americans_5.html	Show_Indians	14
native_americans_5.html	Little_People_of_the_Pryor_Mountains	15
native_americans_5.html	Plenty_Coups	16
native_americans_5.html	Quanah_Parker	17
native_americans_5.html	Santa_Anna_(Comanche_war_chief)	18
native_americans_5.html	Mardi_Gras_Indians	19
native_americans_5.html	Battle_of_Plum_Creek	20
native_americans_10.html	Black_Indians_in_the_United_States	1
native_americans_10.html	Blood_quantum_laws	2
native_americans_10.html	Outline_of_United_States_federal_Indian_law_and_policy	3
native_americans_10.html	Native_Americans_in_the_United_States	4
native_americans_10.html	Native_American_recognition_in_the_United_States	5
native_americans_10.html	Slavery_among_Native_Americans_in_the_United_States	6
native_americans_10.html	Native_American_identity_in_the_United_States	7
native_americans_10.html	Native_American_cultures_in_the_United_States	8
native_americans_10.html	Cultural_assimilation_of_Native_Americans	9
native_americans_10.html	Cherokee	10
native_americans_10.html	History_of_Native_Americans_in_the_United_States	11
native_americans_10.html	MOWA_Band_of_Choctaw_Indians	12
native_americans_10.html	Wilma_Mankiller	13
native_americans_10.html	Five_Civilized_Tribes	14
native_americans_10.html	Elias_Boudinot_(Cherokee)	15
native_americans_10.html	Saponi_people	16
native_americans_10.html	List_of_unrecognized_tribes_in_the_United_States	17
native_americans_10.html	Lumbee	18
native_americans_10.html	Chief_Buffalo_Child_Long_Lance	19
native_americans_10.html	Osage_Nation	20
native_americans_1.html	Indigenous_peoples_of_the_Great_Basin	1
native_americans_1.html	List_of_ethnic_groups	2
native_americans_1.html	Great_Plains	3
native_americans_1.html	Indigenous_peoples_of_Australia	4
native_americans_1.html	Midwestern_United_States	5
native_americans_1.html	Native_Americans_in_the_United_States	6
native_americans_1.html	History_of_Native_Americans_in_the_United_States	7
native_americans_1.html	Caborn-Welborn_culture	8
native_americans_1.html	La_Pintada_(archaeological_site)	9
native_americans_1.html	Jumano_Indians	10
native_americans_1.html	Oasisamerica	11
native_americans_1.html	History_of_Utah	12
native_americans_1.html	Indigenous_peoples_of_the_Americas	13
native_americans_1.html	First_Nations	14
native_americans_1.html	Wikipedia:WikiProject_Indigenous_peoples_of_North_America/Participants	15
native_americans_1.html	Pre-Columbian_era	16
native_americans_1.html	Chickasaw	17
native_americans_1.html	Algonquian_peoples	18
native_americans_1.html	Native_American_cultures_in_the_United_States	19
native_americans_1.html	Apache	20
native_americans_9.html	Contemporary_Native_American_issues_in_the_United_States	1
native_americans_9.html	Hollywood_Indian	2
native_americans_9.html	History_of_Native_Americans_in_the_United_States	3
native_americans_9.html	Native_Americans_in_the_United_States	4
native_americans_9.html	Wikipedia:WikiProject_United_States_Public_Policy/Courses/Spring_2011/Federal_Indian_Law_and_Policy_(Kristin_Ruppel)/Federal_Indian_Law_and_Policy_Literature_Review	5
native_americans_9.html	Bury_My_Heart_at_Wounded_Knee	6
native_americans_9.html	Black_Indians_in_the_United_States	7
native_americans_9.html	Native_American_disease_and_epidemics	8
native_americans_9.html	Cultural_assimilation_of_Native_Americans	9
native_americans_9.html	Federal_Indian_Policy	10
native_americans_9.html	Race_and_ethnicity_in_the_United_States	11
native_americans_9.html	Gerald_Vizenor	12
native_americans_9.html	Zitkala-Sa	13
native_americans_9.html	Americans	14
native_americans_9.html	Choctaw	15
native_americans_9.html	A_People's_History_of_the_United_States	16
native_americans_9.html	Native_American_identity_in_the_United_States	17
native_americans_9.html	Pomo_people	18
native_americans_9.html	Nelson_Act_of_1889	19
native_americans_9.html	Indian_Citizenship_Act_of_1924	20
native_americans_8.html	Native_American_recognition_in_the_United_States	1
native_americans_8.html	Indian_reservation	2
native_americans_8.html	Contemporary_Native_American_issues_in_the_United_States	3
native_americans_8.html	Tribal_sovereignty_in_the_United_States	4
native_americans_8.html	Outline_of_United_States_federal_Indian_law_and_policy	5
native_americans_8.html	Federal_Indian_Policy	6
native_americans_8.html	Wikipedia:WikiProject_United_States_Public_Policy/Courses/Spring_2011/Federal_Indian_Law_and_Policy_(Kristin_Ruppel)/Federal_Indian_Law_and_Policy_Literature_Review	7
native_americans_8.html	History_of_Native_Americans_in_the_United_States	8
native_americans_8.html	Native_Americans_in_the_United_States	9
native_americans_8.html	Tribe_(Native_American)	10
native_americans_8.html	List_of_federally_recognized_tribes	11
native_americans_8.html	List_of_federally_recognized_tribes_by_state	12
native_americans_8.html	Cultural_assimilation_of_Native_Americans	13
native_americans_8.html	Native_American_civil_rights	14
native_americans_8.html	List_of_Alaska_Native_tribal_entities	15
native_americans_8.html	Native_American_self-determination	16
native_americans_8.html	List_of_United_States_Supreme_Court_cases_involving_Indian_tribes	17
native_americans_8.html	Native_American_identity_in_the_United_States	18
native_americans_8.html	Indian_Gaming_Regulatory_Act	19
native_americans_8.html	Seminole_Tribe_of_Florida	20
native_americans_3.html	Race_and_ethnicity_in_the_United_States	1
native_americans_3.html	Modern_social_statistics_of_Native_Americans	2
native_americans_3.html	Places_in_the_United_States_with_notable_demographic_characteristics	3
native_americans_3.html	Native_American_disease_and_epidemics	4
native_americans_3.html	Americans	5
native_americans_3.html	Indigenous_peoples_of_the_Americas	6
native_americans_3.html	Pierson,_Florida	7
native_americans_3.html	Demographics_of_Alaska	8
native_americans_3.html	Minority-serving_institution	9
native_americans_3.html	Urban_Indian	10
native_americans_3.html	Reservation_poverty	11
native_americans_3.html	Multiracial	12
native_americans_3.html	Demographics_of_Georgia_(U.S._state)	13
native_americans_3.html	Native_Americans_in_the_United_States	14
native_americans_3.html	Yvette_Roubideaux	15
native_americans_3.html	Historical_racial_and_ethnic_demographics_of_the_United_States	16
native_americans_3.html	Race_and_ethnicity_in_the_United_States_Census	17
native_americans_3.html	White_American	18
native_americans_3.html	Interracial_marriage_in_the_United_States	19
native_americans_3.html	Native_American_identity_in_the_United_States	20
native_americans_7.html	List_of_historical_countries_and_empires_spanning_more_than_one_continent	1
native_americans_7.html	List_of_sovereign_states_and_dependent_territories_by_continent	2
native_americans_7.html	South_America	3
native_americans_7.html	Geography_of_Asia	4
native_americans_7.html	Boundaries_between_continents	5
native_americans_7.html	Asia	6
native_americans_7.html	List_of_countries_and_capitals_with_currency_and_language	7
native_americans_7.html	Ethnic_groups_in_Europe	8
native_americans_7.html	Race_and_ethnicity_in_the_United_States	9
native_americans_7.html	List_of_transcontinental_countries	10
native_americans_7.html	Continent	11
native_americans_7.html	Subregion	12
native_americans_7.html	South_Asia	13
native_americans_7.html	Historical_migration	14
native_americans_7.html	History_of_South_America	15
native_americans_7.html	Europe	16
native_americans_7.html	Indian_subcontinent	17
native_americans_7.html	North_America	18
native_americans_7.html	Indigenous_peoples_of_the_Americas	19
native_americans_7.html	Genetics_and_archaeogenetics_of_South_Asia	20
native_americans_2.html	Indigenous_peoples_of_the_Americas	1
native_americans_2.html	Aboriginal_peoples_in_Canada	2
native_americans_2.html	Prehistoric_Southwestern_Cultural_Divisions	3
native_americans_2.html	Native_Americans_in_the_United_States	4
native_americans_2.html	Timeline_of_the_geologic_history_of_the_United_States	5
native_americans_2.html	Paleo-Indians	6
native_americans_2.html	History_of_Native_Americans_in_the_United_States	7
native_americans_2.html	Prehistory_of_Colorado	8
native_americans_2.html	Outline_of_prehistoric_technology	9
native_americans_2.html	Lubbock_Lake_Landmark	10
